"destination","origin","iso_d","iso_o","col","csl","cnl","prox1","lp1","prox2","lp2","cl","cle","contig","comlang_off","comlang_ethno","dist","distcap","distw","distwces","shared_hist","area_d","pop_d","area_o","pop_o","GDP_o","GDP_d","GDP_percapita_o","GDP_percapita_d","m_stock","m_flow_sd_drop_neg","m_flow_sd_rev_neg","m_flow_mig_rate","m_flow_da_min_open","m_flow_da_min_closed","m_flow_da_pb_closed","CS_wvs","CS_euc_wvs","CS_foursquare","CS_euc_foursquare"
"Turkey","France","TUR","FRA",0,0.0740615651011467,9.99999974737875e-05,0,0,0.112122938036919,1.0046306848526,0.131470531225204,0.132379740476608,0,0,0,2255.81,2600.656,"2477.965","2413.325",0,780576,83429607,547026,65129731,2971919320115.83,1261946143648.6,38832.0242,11935.38787,21690,6243,6243,3223,6833,7753,47815,-0.967938057614363,0.354009262162055,-0.120331367519237,0.51860358505273
"Turkey","Great Britain","TUR","GBR",0,0.173290193080902,0,0,0,0.0668753162026405,0.599208295345306,0.0783633142709732,0.0789056494832039,0,0,0,2501.886,2838.027,"2915.583","2874.079",0,780576,83429607,244110,67530161,2913556871434.81,1261946143648.6,47491.59456,11935.38787,25680,7392,7392,3816,9909,11252,24701,-0.916249652532209,0.115053420091413,0.263117405792109,0.552786404500042
"Turkey","Indonesia","TUR","IDN",0,0,0,0,0,0.0622272603213787,0.557561337947845,0.0729168057441711,0.073421448469162,0,0,0,9452.761,9102.793,"9213.941","9163.361",0,780576,83429607,1933658,270625567,1204457195676.25,1261946143648.6,3892.421662,11935.38787,242,68,68,36,73,323,373,0.920631167766712,0.781575641569303,0.130998351499644,0.495855137708058
"Turkey","Japan","TUR","JPN",0,0.0203999988734722,0,0,0,0.0818630009889603,0.73349916934967,0.0959256142377853,0.0965895056724548,0,0,0,8958.844,8777.496,"8718.032","8707.608",0,780576,83429607,377801,126860299,6187013947904.92,1261946143648.6,36043.7844,11935.38787,2715,780,780,404,827,1039,1286,-0.957443930482534,0.189048625159744,0.761243230486711,0.778512745798805
"Turkey","Malaysia","TUR","MYS",0,0.0459000021219254,0,0,0,0.077625647187233,0.695532143115997,0.0909603610634804,0.0915898829698563,0,0,0,8344.665,7997.892,"8232.465","8195.544",0,780576,83429607,329758,31949789,398946603155.68,1261946143648.6,11114.54271,11935.38787,356,102,102,53,107,201,225,0.730125991222493,0.830508729439325,-0.0549408160116321,0.314005659429965
"Turkey","Mexico","TUR","MEX",0,0.008500000461936,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,11437.28,11765.04,"11613.61","11599.86",0,780576,83429607,1967210,127575529,1309881765941.94,1261946143648.6,10013.72425,11935.38787,206,57,57,31,0,82,152,0.34022736717418,0.687905285249752,-0.895993584389005,0.343773948695532
"Turkey","Russia","TUR","RUS",0,0.0188109986484051,0,0,0,0.112692065536976,1.00973010063171,0.132050573825836,0.132964476943016,0,0,0,1757.71,1796.546,"2422.068","2099.337",0,780576,83429607,17075400,145872260,1779170276409.99,1261946143648.6,9958.469727,11935.38787,26967,7762,7769,4007,7888,589,5152,0.366843104639474,0.75758572178881,0.941741911594837,0.835436878105451
"Turkey","Singapore","TUR","SGP",0,0.120699994266033,0,0,0,0.0702636763453484,0.62956827878952,0.0823337361216545,0.0829035490751266,0,0,0,8660.153,8313.423,"8384.91","8369.075",0,780576,83429607,646,5804343,338646194792.89,1261946143648.6,61386.23615,11935.38787,266,75,75,40,68,133,152,0.330140292796243,0.781934567608042,-0.180651520328333,0.39940835681422
"Turkey","South Korea","TUR","KOR",0,0,0,0,0,0,0,0,0,0,0,0,7967.701,7759.101,"7937.728","7927.248",0,780576,83429607,99484,51225321,1482760164322.84,1261946143648.6,31640.21463,11935.38787,692,197,197,103,212,305,362,-0.283903637131953,0.458413209521801,0.921635375138065,0.848060997109583
"Turkey","Spain","TUR","ESP",0,0.0573492012917995,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,2740.029,3087.75,"2966.328","2888.477",0,780576,83429607,505954,46736782,1572012697558.03,1261946143648.6,28087.89792,11935.38787,1640,471,471,244,3375,9121,10557,-0.981317516293952,0.332985926295651,0.0212717814905759,0.547604722353997
"Turkey","United States","TUR","USA",0,0.164287835359573,0,0,0,0.0732925087213516,0.656706869602203,0.0858828648924828,0.086477242410183,0,0,0,8070.75,8732.645,"9705.772","9558.768",0,780576,83429607,9529106,329064917,18349108235210.1,1261946143648.6,60698.0113,11935.38787,18435,5305,271544,2739,13996,12530,61425,-0.968405176756131,0.324127757768408,-0.903601503272871,0.280831655550554
"United States","Argentina","USA","ARG",0,0.159409925341606,0.144000008702278,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.255284577608109,0.256054759025574,0,0,1,8542.694,8403.226,"8678.352","8608.022",0,9529106,329064917,2766889,44780675,437813398163.19,18349108235210.1,12716.2242,60698.0113,215239,20134,20134,40838,29211,54740,79394,0.167930231286253,0.551371401740003,0.877399567966677,0.759301792526365
"United States","Australia","USA","AUS",1,0.931420207023621,0.574000000953674,0.0375000238418579,0.291880160570145,0.0195788145065308,0.175427779555321,0.639484822750092,0.636989712715149,0,1,1,16008.79,15961.95,"14802.03","14589.17",0,9529106,329064917,7686848,25203200,1450499018770.09,18349108235210.1,58868.48063,60698.0113,96426,14153,14153,18295,19468,38229,70851,0.995758080012804,0.786710249156315,-0.389121804221412,0.420283662308488
"United States","Brazil","USA","BRA",0,0.00989712029695511,0,0.325000017881393,2.5296266078949,0.146224617958069,1.31018447875977,0.171343415975571,0.172529265284538,0,0,0,7694.307,6794.436,"8088.514","7887.2",0,9529106,329064917,8511920,211049519,2364445788869.69,18349108235210.1,8592.210218,60698.0113,459876,156145,156145,74043,171472,153909,203244,-0.50127965346788,0.497411022419822,0.997362279689439,0.955303464964573
"United States","Chile","USA","CHL",0,0.158399999141693,0.133500009775162,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.246149629354477,0.246929258108139,0,0,1,8271.045,8080.885,"8338.667","8267.963",0,9529106,329064917,756945,18952035,285037020831.58,18349108235210.1,13761.37447,60698.0113,115243,0,0,21865,22,20045,33846,-0.0266133025279544,0.540949803169523,0.980298294971159,0.846607002230526
"United States","France","USA","FRA",0,0.367260664701462,0.00150000001303852,0.287500023841858,2.23774671554565,0.158475622534752,1.41995453834534,0.186920389533043,0.188203647732735,0,0,0,5838.157,6169.154,"7456.767","7227.043",1,9529106,329064917,547026,65129731,2971919320115.83,18349108235210.1,38832.0242,60698.0113,189395,0,0,35561,50,25269,57299,0.999998258379795,0.970065804639506,0.533992991387982,0.627231016900043
"United States","Great Britain","USA","GBR",1,0.951282858848572,0.754400014877319,0.0375000238418579,0.291880160570145,0.0195788145065308,0.175427779555321,0.792153716087341,0.790715217590332,0,1,1,5570.161,5901.343,"6878.493","6655.415",1,9529106,329064917,244110,67530161,2913556871434.81,18349108235210.1,47491.59456,60698.0113,716260,0,19190,140038,24658,66393,178383,0.987205295608758,0.764260871599108,0.175526498123188,0.463434691073288
"United States","Indonesia","USA","IDN",0,0,0,0,0,0.0675962790846825,0.605668187141418,0.0792081281542778,0.0797563120722771,0,0,0,16180.32,16371.12,"15535.87","15476.45",0,9529106,329064917,1933658,270625567,1204457195676.25,18349108235210.1,3892.421662,60698.0113,112873,1095,1095,21416,5642,27882,41222,-0.794176897584514,0.183480201654694,-0.543052876853526,0.24308588405796
"United States","Japan","USA","JPN",0,0.115199998021126,0,0,0,0.0611411109566689,0.547829329967499,0.0716440677642822,0.0721399039030075,0,0,0,10855.59,10918.79,"10286.19","10193.96",0,9529106,329064917,377801,126860299,6187013947904.92,18349108235210.1,36043.7844,60698.0113,351166,0,0,68796,0,39228,87457,0.855217173622865,0.690024744329336,-0.965646726702075,0.256101399627637
"United States","Malaysia","USA","MYS",0,0.259200006723404,0.00820000004023314,0,0,0.0655418783426285,0.587260544300079,0.0843710452318192,0.0848982110619545,0,0,0,15130.12,15357.34,"14859.51","14818.76",0,9529106,329064917,329758,31949789,398946603155.68,18349108235210.1,11114.54271,60698.0113,77647,2044,2044,14732,4902,23115,31306,-0.877463682630052,0.457307923795932,-0.378082431352353,0.150635152758728
"United States","Mexico","USA","MEX",0,0.198796808719635,0.138000011444092,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.250064611434937,0.250840187072754,1,0,1,3369.053,3037.916,"2468.405","1623.72",0,9529106,329064917,1967210,127575529,1309881765941.94,18349108235210.1,10013.72425,60698.0113,11489684,0,0,2385616,0,366387,1740516,-0.0949732153210255,0.431430601247874,0.999847925448797,0.936789553961815
"United States","Russia","USA","RUS",0,0.0482856035232544,0,0.25,1.94586646556854,0.145304515957832,1.3019403219223,0.170265257358551,0.17144364118576,0,0,0,7517.972,7834.547,"8915.321","8795.135",0,9529106,329064917,17075400,145872260,1779170276409.99,18349108235210.1,9958.469727,60698.0113,411537,10532,10537,79197,23311,1,49978,-0.587248612475108,0.407221220704362,-0.995037190209989,0.408532741131865
"United States","Singapore","USA","SGP",1,0.681599974632263,0.114799998700619,0.00900000333786011,0.0700512155890465,0.0406118184328079,0.363885194063187,0.27268984913826,0.267656236886978,0,1,1,15350.5,15564.31,"15122.62","15087.26",0,9529106,329064917,646,5804343,338646194792.89,18349108235210.1,61386.23615,60698.0113,39018,0,0,7403,0,3194,10436,-0.555109247780677,0.522879642385924,-0.258089093689533,0.299754284444979
"United States","South Korea","USA","KOR",0,0,0,0,0,0,0,0,0,0,0,1,11065.7,11185.97,"10682.86","10624.66",0,9529106,329064917,99484,51225321,1482760164322.84,18349108235210.1,31640.21463,60698.0113,1083794,0,0,217189,28566,155119,280638,0.0358130577121552,0.386797442236859,-0.999024657636196,0.196843076799285
"United States","Spain","USA","ESP",0,0.377876162528992,0.133500009775162,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.246149629354477,0.246929258108139,0,0,1,5770.264,6092.003,"7437.157","7176.146",1,9529106,329064917,505954,46736782,1572012697558.03,18349108235210.1,28087.89792,60698.0113,120608,0,0,22883,2,11857,41769,0.998292887282059,0.971722964839621,0.409055904092909,0.581769490404522
"United States","Turkey","USA","TUR",0,0.164287835359573,0,0,0,0.0732925087213516,0.656706869602203,0.0858828648924828,0.086477242410183,0,0,0,8070.75,8732.645,"9705.772","9558.768",0,9529106,329064917,780576,83429607,1261946143648.6,18349108235210.1,11935.38787,60698.0113,409480,0,0,77691,218,220,18996,-0.968405176756131,0.324127757768408,-0.903601503272871,0.280831655550554
