"destination","origin","iso_d","iso_o","col","csl","cnl","prox1","lp1","prox2","lp2","cl","cle","contig","comlang_off","comlang_ethno","dist","distcap","distw","distwces","shared_hist","area_d","pop_d","area_o","pop_o","GDP_o","GDP_d","GDP_percapita_o","GDP_percapita_d","m_stock","m_flow_sd_drop_neg","m_flow_sd_rev_neg","m_flow_mig_rate","m_flow_da_min_open","m_flow_da_min_closed","m_flow_da_pb_closed","CS_wvs","CS_euc_wvs","CS_foursquare","CS_euc_foursquare","CS_symm","CS_nonsymm_food_o","CS_nonsymm_food_d","origin_Argentina","origin_Australia","origin_Brazil","origin_Chile","origin_France","origin_Great.Britain","origin_Indonesia","origin_Japan","origin_Malaysia","origin_Mexico","origin_Russia","origin_Singapore","origin_South.Korea","origin_Spain","origin_Turkey","origin_United.States","destination_Argentina","destination_Australia","destination_Brazil","destination_Chile","destination_France","destination_Great.Britain","destination_Indonesia","destination_Japan","destination_Malaysia","destination_Mexico","destination_Russia","destination_Singapore","destination_South.Korea","destination_Spain","destination_Turkey","destination_United.States","log10_m_flow_da_pb_closed","log10_m_stock","log10_pop_o","log10_pop_d","log10_area_o","log10_area_d","log10_GDP_o","log10_GDP_d","log10_GDP_percapita_o","log10_GDP_percapita_d","log10_distwces","log10_distcap"
"France","Japan","FRA","JPN",0,0.0432000011205673,0,0,0,0.0253272447735071,0.226934179663658,0.0296780169010162,0.0298834145069122,0,0,0,9725.629,9725.629,9803.116,9796.539,0,547026,65129731,377801,126860299,6187013947904.92,2971919320115.83,36043.7844,38832.0242,23537,2207,2207,4559,3223,4601,8674,0.85424841478106,0.682871302360424,-0.735355995928802,0.388421013420385,0.0974881016955507,-0.423018786205681,-0.439504817295713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.93821941781274,4.37175110734029,8.10332573066145,7.81377928444682,5.57726310311971,5.73800796872499,12.7914810950876,12.4730370152823,4.55683038324356,4.58919002963895,3.99107267174525,3.98791769867593
"France","Malaysia","FRA","MYS",0,0.0972000062465668,0,0,0,0.052250050008297,0.468164712190628,0.0612256824970245,0.0616494193673134,0,0,0,10436.4,10436.4,10553.12,10537.39,0,547026,65129731,329758,31949789,398946603155.68,2971919320115.83,11114.54271,38832.0242,2794,262,262,542,372,625,976,-0.878357333081375,0.48703179597542,-0.98462326604664,0.0801245077736509,-0.291439587940318,-0.62763046717066,0.133435078333492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.98944981766669,3.44622640177816,7.50446799437429,7.81377928444682,5.51819534042374,5.73800796872499,11.6009147716098,12.4730370152823,4.04589159905399,4.58919002963895,4.02273305404871,4.01855071612228
"France","Mexico","FRA","MEX",0,0.144383415579796,0.00920000020414591,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304681748151779,0.306726723909378,0,0,0,9206.813,9206.813,9276.133,9264.167,0,547026,65129731,1967210,127575529,1309881765941.94,2971919320115.83,10013.72425,38832.0242,13852,1299,1299,2683,1,1843,4536,-0.0931151427891013,0.456962813453681,0.548656441486822,0.670873756210901,-0.100300082360527,-0.433120274134963,-0.118451350388847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.65667304588485,4.14151248287742,8.10576737783754,7.81377928444682,6.29385072340338,5.73800796872499,12.1172320966356,12.4730370152823,4.00059562797039,4.58919002963895,3.96680637523966,3.96410932226598
"France","Russia","FRA","RUS",0,0.0187856014817953,0,0.25,1.94586646556854,0.117340117692947,1.05137705802917,0.137497082352638,0.138448670506477,0,0,0,2494.316,2494.316,3350.928,3049.666,0,547026,65129731,17075400,145872260,1779170276409.99,2971919320115.83,9958.469727,38832.0242,70464,6608,6611,13647,8835,1,8654,-0.588758220336301,0.43571416926018,-0.447213595499958,0.567676694334516,0.244664725418978,-0.0849463890741304,-0.622885734158363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.93721689086271,4.84796729295564,8.16397271153462,7.81377928444682,7.23237088604365,5.73800796872499,12.2502175144507,12.4730370152823,3.998192607482,4.58919002963895,3.484252277937,3.39695147254379
"France","Singapore","FRA","SGP",0,0.25560000538826,0,0.0599999986588955,0.46700793504715,0.0617947280406952,0.553685784339905,0.0724099650979042,0.0729111060500145,0,0,0,10748.26,10748.26,10734.97,10731.82,0,547026,65129731,646,5804343,338646194792.89,2971919320115.83,61386.23615,38832.0242,2513,234,234,488,263,479,767,-0.556660663272587,0.552653827487099,-0.954662453656525,0.219977518181646,-0.254724731984609,-0.631790519866557,0.12928434654202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.88479536394898,3.40019248859258,6.76375306858407,7.81377928444682,2.81023251799508,5.73800796872499,11.5297462000081,12.4730370152823,4.78807100576346,4.58919002963895,4.03067337983457,4.03133816345517
"France","South Korea","FRA","KOR",0,0,0,0,0,0,0,0,0,0,0,0,8981.467,8981.467,9225.815,9220.22,0,547026,65129731,99484,51225321,1482760164322.84,2971919320115.83,31640.21463,38832.0242,22795,2137,2137,4415,3202,4539,7302,0.0339478492690918,0.407173600184428,-0.496138938356834,0.385704883166049,-0.120866189586132,-0.740704237908787,-0.396102401440571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86344182861371,4.35783959653798,7.70948468855868,7.81377928444682,4.99775323883155,5.73800796872499,12.1710709098048,12.4730370152823,4.50023942085309,4.58919002963895,3.96474128370505,3.95334727853484
"France","Spain","FRA","ESP",0,0.320124596357346,0.00909821968525648,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304610311985016,0.306655496358871,1,0,0,1054.656,1054.656,958.838,817.1057,0,547026,65129731,505954,46736782,1572012697558.03,2971919320115.83,28087.89792,38832.0242,303246,1,1,58767,14024,28393,91278,0.998182142182508,0.96772392050457,0.989949493661166,0.952885715256846,0.232377125336463,0.260808865870395,0.049920844285318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.96036611565118,5.48179508096686,7.66965880630706,7.81377928444682,5.70411103372855,5.73800796872499,12.1964560496278,12.4730370152823,4.44851923810137,4.58919002963895,2.91227824007893,3.02311082772491
"France","Turkey","FRA","TUR",0,0.0740615651011467,9.99999974737875e-05,0,0,0.112122938036919,1.0046306848526,0.131470531225204,0.132379740476608,0,0,0,2255.81,2600.656,2477.965,2413.325,0,547026,65129731,780576,83429607,1261946143648.6,2971919320115.83,11935.38787,38832.0242,327509,30713,30713,63427,29614,19741,61636,-0.967938057614363,0.354009262162055,-0.120331367519237,0.51860358505273,0.136340940208606,-0.153431976758081,-0.307114220008413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.78983444649195,5.515223238974,7.92132019781931,7.81377928444682,5.89241519410408,5.73800796872499,12.1010408208231,12.4730370152823,4.0768365370473,4.58919002963895,3.38261581183925,3.41508290998824
"France","United States","FRA","USA",0,0.367260664701462,0.00150000001303852,0.287500023841858,2.23774671554565,0.158475622534752,1.41995453834534,0.186920389533043,0.188203647732735,0,0,0,5838.157,6169.154,7456.767,7227.043,1,547026,65129731,9529106,329064917,18349108235210.1,2971919320115.83,60698.0113,38832.0242,59357,5566,16762,11496,40667,18443,50497,0.999998258379795,0.970065804639506,0.533992991387982,0.627231016900043,-0.142481414786758,-0.328099334219949,0.301769352898621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.70326557768011,4.7734719428712,8.51728158279426,7.81377928444682,6.97905215798575,5.73800796872499,13.2636149624334,12.4730370152823,4.78317446215294,4.58919002963895,3.85896063872342,3.79022561163082
"Great Britain","Argentina","GBR","ARG",0,0.0832515209913254,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11147.48,11147.48,11136.96,11128.22,0,244110,67530161,2766889,44780675,437813398163.19,2913556871434.81,12716.2242,47491.59456,12240,1299,1299,2068,1793,5647,6755,0.322971578807708,0.358416601342605,0.626318808373603,0.678378138909011,-0.16915308906733,-0.20727952754713,-0.366881491109128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.82962535335805,4.08778141780954,7.65109063561563,7.82949778513153,6.44199173678662,5.38758557071528,11.641289047911,12.464423499759,4.10435817636482,4.67661675153576,4.04642570287917,4.04717670184269
"Great Britain","Australia","GBR","AUS",1,0.960379421710968,0.643999993801117,0,0,0,0,0.69055700302124,0.68841540813446,0,1,1,17011.27,17001.95,16602.27,16563.96,1,244110,67530161,7686848,25203200,1450499018770.09,2913556871434.81,58868.48063,47491.59456,145693,12004,12004,26275,20071,42008,206360,0.997689053875925,0.953363091358715,0.838583436869571,0.761153344695226,0.327278658063354,0.279978200203838,0.59776337892136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.31462551920127,5.16343868605685,7.40145568578599,7.82949778513153,6.88574829339997,5.38758557071528,12.1615174393483,12.464423499759,4.76988282700425,4.67661675153576,4.21916417306191,4.23049873465314
"Great Britain","Brazil","GBR","BRA",0,0.0060937600210309,0,0.25,1.94586646556854,0.0971352532505989,0.870339751243591,0.113821364939213,0.114609114825726,0,0,0,9501.71,8797.828,8931.505,8837.089,0,244110,67530161,8511920,211049519,2364445788869.69,2913556871434.81,8592.210218,47491.59456,47488,5040,5040,8020,6859,4074,10090,-0.356892378425395,0.292568706831741,0.103606084259456,0.462814503647319,-0.0914496936998361,-0.0416347406701643,-0.484573517632585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.00389116623691,4.67658387926291,8.32438436669709,7.82949778513153,6.93002753321674,5.38758557071528,12.3737293611238,12.464423499759,3.93410489398404,4.67661675153576,3.94630922887763,3.94437546714515
"Great Britain","Chile","GBR","CHL",0,0.0791999995708466,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11685.42,11685.42,11689.2,11669.41,0,244110,67530161,756945,18952035,285037020831.58,2913556871434.81,13761.37447,47491.59456,8669,921,921,1465,2603,5660,6089,-0.18567071071812,0.313386152443777,0.366524518382491,0.593340671936572,-0.142708392163822,-0.269874740992143,-0.371740701727225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.78454597405452,3.93796900295145,7.27765584975633,7.82949778513153,5.8790643245935,5.38758557071528,11.4549012701794,12.464423499759,4.13866181289117,4.67661675153576,4.06704889887127,4.06764432651895
"Great Britain","France","GBR","FRA",0,0.515176117420197,0,0.25,1.94586646556854,0.141529113054276,1.26811242103577,0.165841311216354,0.16698907315731,0,0,0,342.9475,342.9475,749.6503,598.5457,0,244110,67530161,547026,65129731,2971919320115.83,2913556871434.81,38832.0242,47491.59456,170143,20519,20519,30684,29130,34345,74052,0.987501172917941,0.737565324143995,0.926092359769548,0.836112704870101,-0.0164551200192595,0.118826072173764,-0.325941296215329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.86953679246201,5.23081408611529,7.81377928444682,7.82949778513153,5.73800796872499,5.38758557071528,12.4730370152823,12.464423499759,4.58919002963895,4.67661675153576,2.77709731514363,2.53522764130979
"Great Britain","Indonesia","GBR","IDN",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,11718.78,11718.78,11766.46,11742.24,0,244110,67530161,1933658,270625567,1204457195676.25,2913556871434.81,3892.421662,47491.59456,11544,1225,1225,1950,1668,3503,8654,-0.687117332581181,0.00214156454931103,-0.921982105607361,0.166463213885025,-0.233837914898073,-0.135466073134519,-0.67189988907656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.93721689086271,4.06235631808544,8.43236882360862,7.82949778513153,6.28637966424184,5.38758557071528,12.0807913705345,12.464423499759,3.59021988081537,4.67661675153576,4.06975095269047,4.06888240120026
"Great Britain","Japan","GBR","JPN",0,0.11879999935627,0,0,0,0.0597609132528305,0.53546267747879,0.0700267851352692,0.0705114305019379,0,0,0,9574.237,9574.237,9436.248,9431.94,0,244110,67530161,377801,126860299,6187013947904.92,2913556871434.81,36043.7844,47491.59456,52931,5616,5616,8939,7636,11171,18396,0.76163452485117,0.558149917016459,-0.425320631666475,0.374603344514408,-0.197735568801768,-0.180317791834566,-0.546641467025176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.264723400902,4.72371009898616,8.10332573066145,7.82949778513153,5.57726310311971,5.38758557071528,12.7914810950876,12.464423499759,4.55683038324356,4.67661675153576,3.9746010293907,3.98110417377453
"Great Britain","Malaysia","GBR","MYS",0,0.267300009727478,0.00920000020414591,0,0,0.0622671134769917,0.557918429374695,0.0814922377467155,0.0819925665855408,0,0,0,10559.89,10559.89,10714.89,10704.7,1,244110,67530161,329758,31949789,398946603155.68,2913556871434.81,11114.54271,47491.59456,84639,8983,8983,14293,11939,14252,24319,-0.942717991935767,0.233514201875141,-0.97776253922769,0,-0.0686666064265553,-0.68427042171054,0.135016686047492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.38594571273018,4.92757052358233,7.50446799437429,7.82949778513153,5.51819534042374,5.38758557071528,11.6009147716098,12.464423499759,4.04589159905399,4.67661675153576,4.0295745006664,4.02365939427338
"Great Britain","Mexico","GBR","MEX",0,0.124779604375362,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,8938.404,8938.404,8734.488,8726.294,0,244110,67530161,1967210,127575529,1309881765941.94,2913556871434.81,10013.72425,47491.59456,10458,1108,1108,1767,1,1654,3125,0.0649755733763616,0.281512687129458,0.1926682641955,0.507435981951895,-0.205506585104811,-0.506904329155506,-0.579594183191924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.49485002168009,4.01944863749364,8.10576737783754,7.82949778513153,6.29385072340338,5.38758557071528,12.1172320966356,12.464423499759,4.00059562797039,4.67661675153576,3.94082984083356,3.95125998010791
"Great Britain","Russia","GBR","RUS",0,0.0598604492843151,0,0.25,1.94586646556854,0.15281730890274,1.36925554275513,0.179068610072136,0.180307924747467,0,0,0,2510.88,2510.88,3266.609,2972.27,0,244110,67530161,17075400,145872260,1779170276409.99,2913556871434.81,9958.469727,47491.59456,38918,4131,4133,6572,5207,1,5422,-0.708798382656112,0.174642080348766,-0.076696498884737,0.54296715292286,-0.160121956542362,-0.0889504936496512,-0.629020549737326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.73415951324447,4.59015051373193,8.16397271153462,7.82949778513153,7.23237088604365,5.38758557071528,12.2502175144507,12.464423499759,3.998192607482,4.67661675153576,3.47308825804414,3.39982595740302
"Great Britain","Singapore","GBR","SGP",1,0.702899992465973,0.128800004720688,0,0,0.0315765291452408,0.282928258180618,0.274968981742859,0.269951164722443,0,1,1,10868.94,10868.94,10917.7,10917.21,1,244110,67530161,646,5804343,338646194792.89,2913556871434.81,61386.23615,47491.59456,58433,6201,6201,9868,6682,10979,16974,-0.680637359417237,0.299536630765041,-0.99642328184275,0.129723786304425,0.000584562885933115,-0.201762802924959,0.357294426546061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.22978419784063,4.76665818393135,6.76375306858407,7.82949778513153,2.81023251799508,5.38758557071528,11.5297462000081,12.464423499759,4.78807100576346,4.67661675153576,4.03811166433759,4.03618719131738
"Great Britain","South Korea","GBR","KOR",0,0,0,0,0,0,0,0,0,0,0,1,8875.39,8875.39,8931.778,8928.762,0,244110,67530161,99484,51225321,1482760164322.84,2913556871434.81,31640.21463,47491.59456,13172,1398,1398,2225,1945,2841,4613,-0.123997266590605,0.159037703467029,-0.13188504524157,0.403859993055211,-0.15262230468997,-0.173424425236334,-0.350316456104455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.66398345460827,4.11965172203987,7.70948468855868,7.82949778513153,4.99775323883155,5.38758557071528,12.1710709098048,12.464423499759,4.50023942085309,4.67661675153576,3.95079124681232,3.94818744579773
"Great Britain","Spain","GBR","ESP",0,0.347384095191956,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,1263.379,1263.379,1435.419,1369.098,0,244110,67530161,505954,46736782,1572012697558.03,2913556871434.81,28087.89792,47491.59456,98373,29515,32291,24870,38229,65991,116616,0.976206862703594,0.741608904515999,0.970142500145332,0.879881671362844,-0.0370245267988445,0.0676899399491986,-0.192754484847951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.06675814077461,4.99287591591052,7.66965880630706,7.82949778513153,5.70411103372855,5.38758557071528,12.1964560496278,12.464423499759,4.44851923810137,4.67661675153576,3.1364345360346,3.10153365373619
"Great Britain","Turkey","GBR","TUR",0,0.173290193080902,0,0,0,0.0668753162026405,0.599208295345306,0.0783633142709732,0.0789056494832039,0,0,0,2501.886,2838.027,2915.583,2874.079,0,244110,67530161,780576,83429607,1261946143648.6,2913556871434.81,11935.38787,47491.59456,104492,11090,11090,17645,10090,8009,22634,-0.916249652532209,0.115053420091413,0.263117405792109,0.552786404500042,-0.167326356615356,-0.177172871096998,-0.758728543461192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.35476131155159,5.01908304174993,7.92132019781931,7.82949778513153,5.89241519410408,5.38758557071528,12.1010408208231,12.464423499759,4.0768365370473,4.67661675153576,3.45849870144349,3.45301652286749
"Great Britain","United States","GBR","USA",1,0.951282858848572,0.754400014877319,0.0375000238418579,0.291880160570145,0.0195788145065308,0.175427779555321,0.792153716087341,0.790715217590332,0,1,1,5570.161,5901.343,6878.494,6655.415,1,244110,67530161,9529106,329064917,18349108235210.1,2913556871434.81,60698.0113,47491.59456,215916,1,9809,38922,51545,28213,137058,0.987205295608758,0.764260871599108,0.175526498123188,0.463434691073288,0.238016469648216,0.271570789936216,0.507603654203851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.13690439014516,5.33428482600373,8.51728158279426,7.82949778513153,6.97905215798575,5.38758557071528,13.2636149624334,12.464423499759,4.78317446215294,4.67661675153576,3.82317514119171,3.77095085759412
"Indonesia","Argentina","IDN","ARG",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,15235.78,15235.78,15581.88,15568.05,0,1933658,270625567,2766889,44780675,437813398163.19,1204457195676.25,12716.2242,3892.421662,1,1,1,1,1,1,4,0.465690503097933,0.63162962626043,-0.879328410484142,0.338383911126245,-0.199207720987082,-0.677962090228159,-0.317599385488371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.602059991327962,0,7.65109063561563,8.43236882360862,6.44199173678662,6.28637966424184,11.641289047911,12.0807913705345,4.10435817636482,3.59021988081537,4.19223421775272,4.18286469295479
"Indonesia","Australia","IDN","AUS",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,5511.902,5410.656,5077.672,4883.979,0,1933658,270625567,7686848,25203200,1450499018770.09,1204457195676.25,58868.48063,3892.421662,11326,557,557,2223,1085,1,10521,-0.734894794984597,0,-0.562205050325274,0.374071167431455,-0.421241633495094,-0.747322725034824,0.340406762247939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.02205702060116,4.05407655729051,7.40145568578599,8.43236882360862,6.88574829339997,6.28637966424184,12.1615174393483,12.0807913705345,4.76988282700425,3.59021988081537,3.68877378790926,3.73324992313035
"Indonesia","Brazil","IDN","BRA",0,0,0,0,0,0.0768355056643486,0.688452363014221,0.0900344848632812,0.0906576067209244,0,0,0,15644.48,16326.22,16024.37,15994.88,0,1933658,270625567,8511920,211049519,2364445788869.69,1204457195676.25,8592.210218,3892.421662,1,1,1,1,1,1,97,0.923927059267862,0.670426782711669,-0.480671513179351,0.28703149834602,0.0122844160572525,-0.493767657849167,-0.33044109760855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.98677173426624,0,8.32438436669709,8.43236882360862,6.93002753321674,6.28637966424184,12.3737293611238,12.0807913705345,3.93410489398404,3.59021988081537,4.20398098618109,4.21288564443231
"Indonesia","Chile","IDN","CHL",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,15614.28,15614.28,15740.36,15716.14,0,1933658,270625567,756945,18952035,285037020831.58,1204457195676.25,13761.37447,3892.421662,1,1,1,1,1,1,1,-0.586335731775898,0.5477654664721,-0.698213400630403,0.329551974468597,-0.129303956962346,-0.589763656733292,-0.327291543338996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.27765584975633,8.43236882360862,5.8790643245935,6.28637966424184,11.4549012701794,12.0807913705345,4.13866181289117,3.59021988081537,4.19634588886951,4.19352196299874
"Indonesia","France","IDN","FRA",0,0,0,0,0,0.0501802414655685,0.449619054794312,0.0588003173470497,0.0592072680592537,0,0,0,11584.25,11584.25,11576.7,11547.48,0,1933658,270625567,547026,65129731,2971919320115.83,1204457195676.25,38832.0242,3892.421662,1,1,1,1,1,1,593,-0.793041362526081,0.212175445206803,-0.999942194861075,0.232022706587982,0.0291583766453684,-0.493731781412425,-0.472112608928067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.77305469336426,0,7.81377928444682,8.43236882360862,5.73800796872499,6.28637966424184,12.4730370152823,12.0807913705345,4.58919002963895,3.59021988081537,4.06248721873004,4.0638679214747
"Indonesia","Great Britain","IDN","GBR",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,11718.78,11718.78,11766.46,11742.24,0,1933658,270625567,244110,67530161,2913556871434.81,1204457195676.25,47491.59456,3892.421662,32694,1608,1608,6415,2395,1,4758,-0.687117332581181,0.00214156454931103,-0.921982105607361,0.166463213885025,-0.233837914898073,-0.67189988907656,-0.135466073134519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.67742443770125,4.51446805828775,7.82949778513153,8.43236882360862,5.38758557071528,6.28637966424184,12.464423499759,12.0807913705345,4.67661675153576,3.59021988081537,4.06975095269047,4.06888240120026
"Indonesia","Japan","IDN","JPN",0,0,0,0,0,0.0794915333390236,0.712250590324402,0.0931467711925507,0.0937914252281189,0,0,0,5791.627,5791.627,5481.534,5443.457,0,1933658,270625567,377801,126860299,6187013947904.92,1204457195676.25,36043.7844,3892.421662,19749,971,971,3875,1593,1,6629,-0.994139356528863,0.00215313035883147,0.742599959997069,0.706526788135389,0.364092613648405,-0.29390932285148,-0.444311412944205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.82144801901753,4.29554510981174,8.10332573066145,8.43236882360862,5.57726310311971,6.28637966424184,12.7914810950876,12.0807913705345,4.55683038324356,3.59021988081537,3.73587479660749,3.76280058408377
"Indonesia","Malaysia","IDN","MYS",1,0.518280327320099,0.0194346383213997,0.33500000834465,2.60746121406555,0.165996938943863,1.48734605312347,0.338403075933456,0.333824276924133,1,0,1,1174.196,1174.196,1306.636,1053.754,0,1933658,270625567,329758,31949789,398946603155.68,1204457195676.25,11114.54271,3892.421662,2364,116,116,465,181,21,140872,0.405388691448537,0.619855414775107,0.982688058078402,0.818136419753157,-0.028780021643207,-0.262423368028811,0.537021386347193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.14882468044853,3.37364747220922,7.50446799437429,8.43236882360862,5.51819534042374,6.28637966424184,11.6009147716098,12.0807913705345,4.04589159905399,3.59021988081537,3.0227392361971,3.06974059658254
"Indonesia","Mexico","IDN","MEX",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,16863.46,16863.46,16272.36,16234.13,0,1933658,270625567,1967210,127575529,1309881765941.94,1204457195676.25,10013.72425,3892.421662,1,1,1,1,1,1,24,0.680365327871869,0.698719203119392,-0.55761396915265,0.294071403660501,-0.159263079657082,-0.760321467211341,-0.308936963479949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.38021124171161,0,8.10576737783754,8.43236882360862,6.29385072340338,6.28637966424184,12.1172320966356,12.0807913705345,4.00059562797039,3.59021988081537,4.21042901939729,4.22694668682141
"Indonesia","Russia","IDN","RUS",0,0,0,0,0,0.0468601286411285,0.419870555400848,0.0549098663032055,0.0552898906171322,0,0,0,9302.706,9302.706,8698.131,8560.525,0,1933658,270625567,17075400,145872260,1779170276409.99,1204457195676.25,9958.469727,3892.421662,1,1,3,1,1,1,17,-0.0254863065609704,0.539346467308443,0.456804684992628,0.608923055562478,0.538889066755438,0.392578244456405,-0.531328830197447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.23044892137827,0,8.16397271153462,8.43236882360862,7.23237088604365,6.28637966424184,12.2502175144507,12.0807913705345,3.998192607482,3.59021988081537,3.93250039991212,3.96860929585807
"Indonesia","Singapore","IDN","SGP",0,0.0579999983310699,0,0,0,0.0608499050140381,0.545220077037811,0.0713028386235237,0.0717963203787804,0,0,1,886.1407,886.1407,1012.916,868.0961,0,1933658,270625567,646,5804343,338646194792.89,1204457195676.25,61386.23615,3892.421662,23525,1157,1157,4616,1256,1,21458,-0.0646051043803715,0.585490278076561,0.951406481793015,0.858657145770536,-0.234401092266564,-0.609050149195243,0.187353673226301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.33158924095514,4.37152963209929,6.76375306858407,8.43236882360862,2.81023251799508,6.28637966424184,11.5297462000081,12.0807913705345,4.78807100576346,3.59021988081537,2.93856780511833,2.94750268394377
